statNm,statId,addr,lat,lng,bnm,busiNm
종묘 공영주차장,ME000001,서울특별시 종로구 종로 157,37.571076,126.99588,환경부,환경부
세종로 공영주차장,ME000002,서울특별시 종로구 세종대로 189,37.573611,126.976011,환경부,환경부
그랜드앰배서더 서울,ME000003,서울특별시 중구 동호로 287,37.559352,127.00235,환경부,환경부
한강진역 공영주차장,ME000004,서울특별시 용산구 한남동 산10-84,37.540085,127.002804,환경부,환경부
기아차 성동서비스센터,ME000005,서울특별시 성동구 성수이로26길 61,37.544834,127.064226,환경부,환경부
마장동사무소 앞(공중전화부스),ME000006,서울특별시 성동구 마장동 808,37.5660935,127.0455256,환경부,환경부
청량리롯데백화점,ME000007,서울특별시 동대문구 왕산로 214,37.58065,127.047938,환경부,환경부
이마트 이문점,ME000008,서울특별시 동대문구 이문로 136,37.598454,127.061848,환경부,환경부
홈플러스 면목점,ME000010,서울특별시 중랑구 사가정로 332,37.580612,127.08154,환경부,환경부
홈플러스 월곡점,ME000011,서울특별시 성북구 화랑로 76,37.60208293,127.04002398,환경부,환경부
성북벤처빌딩 공영주차장,ME000012,서울특별시 성북구 장위2동 65-154,37.60936,127.053263,환경부,환경부
롯데마트 삼양점,ME000013,서울특별시 강북구 삼양로 247,37.625405,127.017897,환경부,환경부
빅마켓 도봉점,ME000014,서울특별시 도봉구 마들로 645,37.667567,127.04549,환경부,환경부
이마트 은평점,ME000016,서울특별시 은평구 은평로 111,37.60047527,126.92047408,환경부,환경부
구파발역 환승주차장,ME000017,서울특별시 은평구 진관동 66-30,37.63791,126.9191,환경부,환경부
홈플러스 월드컵점,ME000018,서울특별시 마포구 월드컵로 240,37.566685,126.898753,환경부,환경부
시설관리공단 마포유수지주차장,ME000019,서울특별시 마포구 마포대로1길 19,37.539442,126.943054,환경부,환경부
노을공원,ME000020,"서울특별시 마포구 상암동 482-116, ",37.569588,126.879244,환경부,환경부
홈플러스 목동점,ME000021,서울특별시 양천구 목동서로 170,37.52992611,126.87364033,환경부,환경부
해맞이공영주차장,ME000022,서울특별시 양천구 지양로 47,37.520062,126.834854,환경부,환경부
홈플러스 가양점,ME000023,서울특별시 강서구 양천로 431,37.56401856,126.85059572,환경부,환경부
롯데마트 김포공항점,ME000024,서울특별시 강서구 하늘길 77,37.563453,126.803539,환경부,환경부
메이필드호텔,ME000025,서울특별시 강서구 방화대로 94,37.546851,126.818613,환경부,환경부
롯데마트 구로점,ME000026,서울특별시 구로구 경인로 482,37.49797486,126.87234534,환경부,환경부
천왕역 환승주차장,ME000027,서울특별시 구로구 오류동 174-10,37.487234,126.839153,환경부,환경부
구로리공원 앞(공중전화부스),ME000028,서울특별시 구로구 구로동 136-14,37.4912466,126.8919514,환경부,환경부
홈플러스 시흥점,ME000029,서울특별시 금천구 시흥대로 201,37.45222814,126.90093936,환경부,환경부
독산1동 공영주차장,ME000030,서울특별시 금천구 범안로12가길 65,37.464893,126.89479,환경부,환경부
제일모직아울렛 건너편(공중전화부스),ME000031,서울특별시 금천구 가산동 239-27,37.4744454,126.8867302,환경부,환경부
영등포구 대신시장(공중전화부스),ME000032,서울특별시 영등포구 신길1동 116-15,37.5113404,126.9176919,환경부,환경부
현대차 남부서비스센터,ME000034,서울특별시 동작구 노량진로 53,37.514185,126.931894,환경부,환경부
동작주차공원 공영주차장,ME000035,서울특별시 동작구 현충로 213,37.503803,126.976775,환경부,환경부
조원동 제1공영주차장,ME000036,서울특별시 관악구 신림동 571-6,37.481069,126.905703,환경부,환경부
사당역 공영주차장,ME000037,서울특별시 서초구 과천대로 950-18,37.475256,126.982638,환경부,환경부
이마트 양재점,ME000038,서울특별시 서초구 매헌로 16,37.463293,127.036812,환경부,환경부
수서역 공영주차장,ME000039,서울특별시 강남구 수서동 735,37.487569,127.101016,환경부,환경부
학여울역 공영주차장,ME000040,서울특별시 강남구 남부순환로 3104,37.496722,127.070444,환경부,환경부
GS칼텍스 삼성로점,ME000041,서울특별시 강남구 삼성로 563,37.5118672,127.0536275,환경부,환경부
개포동공원 공영주차장,ME000042,서울특별시 강남구 개포로 509,37.489757,127.068269,환경부,환경부
탄천제2호 공영주차장,ME000043,서울특별시 강남구 일원동 4-49,37.493865,127.08723,환경부,환경부
롯데마트 잠실점,ME000044,서울특별시 송파구 올림픽로 240,37.511818,127.096321,환경부,환경부
이마트 명일점,ME000045,서울특별시 강동구 고덕로 276,37.554606,127.155966,환경부,환경부
노보텔,ME174001,서울특별시 강남구 봉은사로 130,37.5052721,127.0289991,환경부,환경부
현대블루핸즈 대치북부점,ME174002,서울특별시 강남구 선릉로 336,37.4996481,127.0513534,환경부,환경부
암사1동 공영주차장,ME174003,서울특별시 강동구 고덕로28길 36,37.5529087,127.1372547,환경부,환경부
천호유수지 공영주차장,ME174004,서울특별시 강동구 선사로 70,37.5448122,127.1218396,환경부,환경부
천호3동 제1공영주차장,ME174005,서울특별시 강동구 진황도로29길 34,37.5387951,127.1333987,환경부,환경부
가로공원로 지하공영주차장,ME174006,서울특별시 강서구 가로공원로 189,37.5372628,126.8383789,환경부,환경부
곰달래문화복지센터 공영주차장,ME174007,서울특별시 강서구 강서로5길 50,37.5289561,126.8490887,환경부,환경부
볏골공원 지하공영주차장,ME174008,서울특별시 강서구 까치산로4길 22,37.5419747,126.8444499,환경부,환경부
화곡6-1 공영주차장,ME174009,서울특별시 강서구 우장산로 114,37.5530457,126.8488169,환경부,환경부
홈플러스 강서점,ME174010,서울특별시 강서구 화곡로 398,37.5591218,126.8549199,환경부,환경부
신림동 제1공영주차장,ME174011,서울특별시 관악구 관천로 98,37.4874046,126.9235075,환경부,환경부
난곡동 제1공영주차장,ME174012,서울특별시 관악구 난곡로34나길 14,37.4722977,126.9231169,환경부,환경부
낙성대동주민센터,ME174013,서울특별시 관악구 낙성대로4가길 5,37.476296,126.9583876,환경부,환경부
낙성대동주민센터,ME174013,서울특별시 관악구 낙성대로4가길 5,37.476296,126.9583876,환경부,환경부
보라매 제1공영주차장,ME174014,서울특별시 관악구 봉천로21길 38,37.488301,126.9346119,환경부,환경부
보라매 제1공영주차장,ME174014," 입구좌측, 지하 각 1기",37.488301,126.9346119,환경부,환경부
원신 공영주차장,ME174015,서울특별시 관악구 양지길 63,37.470038,126.9292421,환경부,환경부
어린이대공원 후문주차장,ME174016,서울특별시 광진구 능동로 216,37.5515067,127.0869275,환경부,환경부
홈플러스 신도림점,ME174017,서울특별시 구로구 경인로 661,37.5099693,126.888413,환경부,환경부
롯데마트 중계점,ME174018,서울특별시 노원구 노원로 330,37.6466673,127.0715514,환경부,환경부
홈플러스 중계점,ME174019,서울특별시 노원구 동일로204가길 12,37.6400856,127.0685413,환경부,환경부
실증용 Mock-up 주택 홍보관,ME174020,서울특별시 노원구 하계동 251-8,37.6381803,127.0737876,환경부,환경부
실증용 Mock-up 주택 홍보관,ME174020,서울특별시 노원구 하계동 251-8,37.6381803,127.0737876,환경부,환경부
동대문구청,ME174021,서울특별시 동대문구 천호대로 145,37.5746807,127.0401814,환경부,환경부
중앙대학교병원 다정관 주차장,ME174022,서울특별시 동작구 흑석로 102,37.5055471,126.9607195,환경부,환경부
양화진공영주차장,ME174023,서울특별시 마포구 토정로 2,37.5457992,126.9117265,환경부,환경부
공덕1-1공영주차장,ME174024,서울특별시 마포구 효창목길 31,37.5471234,126.9612454,환경부,환경부
홍제견인차량보관소 주차장,ME174025,서울특별시 서대문구 홍제내길 227,37.5905929,126.9407564,환경부,환경부
홍제견인차량보관소 주차장,ME174025,서울특별시 서대문구 홍제내길 227,37.5905929,126.9407564,환경부,환경부
서울시인재개발원,ME174026,서울특별시 서초구 남부순환로 340길 58,37.481369,127.0238502,환경부,환경부
서울추모공원,ME174027,서울특별시 서초구 양재대로12길 74,37.4536062,127.0428005,환경부,환경부
아시아공원 공영주차장,ME174028,서울특별시 송파구 잠실동 84,37.5102969,127.0788121,환경부,환경부
아시아공원 공영주차장,ME174028,서울특별시 송파구 잠실동 84,37.5102969,127.0788121,환경부,환경부
아시아공원 공영주차장,ME174028,서울특별시 송파구 잠실동 84,37.5102969,127.0788121,환경부,환경부
롯데마트 송파점,ME174029,서울특별시 송파구 중대로 80,37.4918392,127.1178931,환경부,환경부
홈플러스 영등포점,ME174030,서울특별시 영등포구 당산로 42,37.5190208,126.8957999,환경부,환경부
신길6동 공영노외주차장(구 신길 제5동 주민센터),ME174031,서울특별시 영등포구 신길동 3203,37.502512989,126.9110497,환경부,환경부
신길4동1마을공원 공영주차장,ME174032,서울특별시 영등포구 신길로40길 5,37.507122,126.9116817,환경부,환경부
당산에스에이치빌 아파트 앞,ME174033,서울특별시 영등포구 영신로 183,37.524217,126.9019801,환경부,환경부
영등포 제3공영,ME174034,서울특별시 영등포구 영중로3길 7,37.5180087,126.9030865,환경부,환경부
신창동 공영주차장,ME174035,서울특별시 용산구 원효로35길 53,37.5353568,126.9552587,환경부,환경부
한남동 공영주차장,ME174036,서울특별시 용산구 이태원로 224-19,37.5349284,127.0002489,환경부,환경부
현대자동차 수색대리점,ME174037,서울특별시 은평구 수색로 342-1,37.5867665,126.8880299,환경부,환경부
은평구민체육센터,ME174038,서울특별시 은평구 진관1로 40,37.6310603,126.9246413,환경부,환경부
태화빌딩,ME174039,서울특별시 종로구 인사동5길 29,37.5718148,126.9850443,환경부,환경부
한국예술종합학교(종로),ME174040,서울특별시 종로구 창경궁로 215,37.5824318,126.9974047,환경부,환경부
국립극장,ME174041,서울특별시 중구 장충단로 59,37.5517908,127.0002167,환경부,환경부
국립극장,ME174041,서울특별시 중구 장충단로 59,37.5517908,127.0002167,환경부,환경부
홈플러스 상봉점,ME174042,서울특별시 중랑구 망우로 353,37.5983156,127.0905669,환경부,환경부
홈플러스 신내점,ME174043,서울특별시 중랑구 신내로 201,37.6159847,127.0939656,환경부,환경부
용마폭포공원 공영주차장,ME174044,서울특별시 중랑구 용마산로 250-12,37.5745068,127.089592,환경부,환경부
서울만남휴게소(부산방향),ME178009,서울특별시 서초구 양재대로12길 73-71 (원지동),37.4600218,127.0420378,환경부,환경부
서울만남휴게소(부산방향),ME178009,서울특별시 서초구 양재대로12길 73-71 (원지동),37.4600218,127.0420378,환경부,환경부
파크하얏트서울호텔,ME181101,서울특별시 강남구 테헤란로606,37.508834,127.064114,환경부,환경부
스위스그랜드호텔(구 그랜드힐튼호텔),ME181102,서울특별시 서대문구 연희로 353,37.590003,126.934744,환경부,환경부
현대남부서비스센터,ME181103,서울특별시 동작구 대방동 70-5 ,37.513933,126.931298,환경부,환경부
롯데 VIC마켓 도봉점,ME181129,서울특별시 도봉구 마들로 645 (방학동),37.667731,127.045491,환경부,환경부
롯데 VIC마켓 금천점,ME181133,null,37.470581,126.895698,환경부,환경부
롯데 VIC마켓 금천점,ME181133,null,37.470581,126.895698,환경부,환경부
우리은행본점,ME181150,서울특별시 중구 소공로 51번지,37.559534,126.981817,환경부,환경부
우리은행본점,ME181150,서울특별시 중구 소공로 51번지,37.559534,126.981817,환경부,환경부
마곡레포츠센터 ,ME183001,"서울특별시 강서구 양천로 251, 입구 우측",37.5728411,126.8323738,환경부,환경부
창2동 제4공영주차장,ME183002,서울특별시 도봉구 창2동 582-22,37.6413031,127.0364035,환경부,환경부
창3동 제1공영주차장,ME183003,"서울특별시 도봉구 창3동 504-21, 좌측 안쪽",37.6332558,127.0412125,환경부,환경부
창천공영주차장,ME183004,"서울특별시 마포구 노고산동 33-1, B3 28",37.55493,126.9389738,환경부,환경부
번동햇살 공영주차장,ME183005,"서울특별시 강북구 오현로 21길 84, 옥상 주차장",37.6249449,127.0334805,환경부,환경부
난향동 주민센터,ME183006,서울특별시 관악구 난곡로 67,37.4616153,126.9189711,환경부,환경부
시흥제4동공영주차장,ME183007,"서울특별시 금천구 독산로 36나길 21, B1 18",37.4589664,126.9084827,환경부,환경부
쌍문3동 제2공영주차장,ME183008,"서울특별시 도봉구 쌍문3동 315-62, 지하 1층 안쪽",37.6493531,127.0293841,환경부,환경부
스탠포드호텔코리아,ME183009,"서울특별시 마포구 상암동 월드컵북로 58길 15, 지하4층 18",37.5823581,126.886648,환경부,환경부
국회도서관,ME183103,"서울특별시 영등포구 의사당대로1, 국회도서관 앞",37.5300002,126.9169991,환경부,환경부
국회도서관,ME183103,"서울특별시 영등포구 의사당대로1, 국회도서관 앞",37.5300002,126.9169991,환경부,환경부
국회도서관,ME183103,"서울특별시 영등포구 의사당대로1, 국회도서관 앞",37.5300002,126.9169991,환경부,환경부
국회의원회관,ME183219,"서울특별시 영등포구 의사당대로1, 국회의원회관 주차장 우측",37.5284644,126.9149198,환경부,환경부
국회의원회관,ME183219,"서울특별시 영등포구 의사당대로1, 국회의원회관 주차장 우측",37.5284644,126.9149198,환경부,환경부
국회의원회관,ME183219,"서울특별시 영등포구 의사당대로1, 국회의원회관 주차장 우측",37.5284644,126.9149198,환경부,환경부
노원에코센터,ME184075,서울특별시 노원구 덕릉로 450,37.644779,127.059382,환경부,환경부
영등포구청 환승공영주차장,ME184076,서울특별시 영등포구 양산로111,37.524521,126.895436,환경부,환경부
서울의료원,ME184077,서울특별시 중랑구 신내로 156,37.6128457,127.0993409,환경부,환경부
롯데 빅마켓,ME18A002,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F)",37.528123,126.90408,환경부,환경부
롯데 빅마켓,ME18A002,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F)",37.528123,126.90408,환경부,환경부
롯데 빅마켓,ME18A002,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F)",37.528123,126.90408,환경부,환경부
롯데 빅마켓,ME18A002,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F)",37.528123,126.90408,환경부,환경부
롯데 빅마켓,ME18A002,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F)",37.528123,126.90408,환경부,환경부
롯데 빅마켓,ME18A002,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F)",37.528123,126.90408,환경부,환경부
성애병원,ME18B159,서울특별시 영등포구 여의대방로 53길 22,37.51202,126.92238,환경부,환경부
냉천길 공영주차장,ME18B160,서울특별시 강북구 삼양로 230-12,37.62393,127.01953,환경부,환경부
미아동 공영주차장,ME18B161,서울특별시 강북구 도봉로 61길 46,37.62851,127.02233,환경부,환경부
수유마을시장 공영주차장,ME18B162,서울특별시 강북구 도봉로 69길 29,37.62047,127.02679,환경부,환경부
개봉1동 주민센터 옆 공영주차장,ME18B163,서울특별시 구로구 개봉동 134-8,37.50016,126.85106,환경부,환경부
하늘공원주차장,ME18B164,서울특별시 구로구 벚꽃로 370 ,37.48739,126.88051,환경부,환경부
쌍문2동 제3공영주차장,ME18B165,서울특별시 도봉구 쌍문2동 710-4,37.66116,127.03864,환경부,환경부
서초구청,ME18B166,서울특별시 서초구 남부순환로 2584,37.48358,127.03269,환경부,환경부
북한산국립공원 정릉탐방지원센터,ME18B167,서울특별시 성북구 정릉동 829-1,37.61846,126.9969,환경부,환경부
북한산국립공원주차장,ME18B168,서울특별시 은평구 진관동 278,37.65584,126.94885,환경부,환경부
부암동 주민센터,ME18B169,서울특별시 종로구 창의문로 145,37.59246,126.96412,환경부,환경부
SETEC,ME18B170,서울특별시 강남구 남부순환로3104,37.49584,127.07223,환경부,환경부
논현로22길 공영주차장,ME18B171,서울특별시 강남구 개포로 25길 32,37.48151,127.04851,환경부,환경부
대청역 공영주차장,ME18B172,서울특별시 강남구 개포동 13-2,37.49491,127.07928,환경부,환경부
압구정로29길 공영노상주차장,ME18B173,서울특별시 강남구 압구정동 453,37.52968,127.02782,환경부,환경부
가오리 공영주차장,ME18B174,서울특별시 강북구 삼양로107길 30,37.64152,127.01495,환경부,환경부
가양레포츠센터,ME18B175,서울특별시 강서구 양천로61길 101,37.56198,126.86373,환경부,환경부
강서구민올림픽체육센터,ME18B176,서울특별시 강서구 화곡로65길62,37.55962,126.85057,환경부,환경부
상계2동 공영주차장,ME18B177,서울특별시 노원구 상계2동 373-13,37.65668,127.06751,환경부,환경부
DMC 산학협력연구센터,ME18B178,서울특별시 마포구 매봉산로 37,37.576,126.89053,환경부,환경부
마천동2공영주차장,ME18B179,서울특별시 송파구 성내천로299-7,37.49427,127.15624,환경부,환경부
거여동공영주차장,ME18B180,서울특별시 송파구 오금로68길8,37.49223,127.15033,환경부,환경부
천마공영주차장,ME18B181,서울특별시 송파구 성내천로33가길20,37.50028,127.15482,환경부,환경부
이태원2동공영주차장,ME18B182,서울특별시 용산구 회나무로 55？ ,37.54034,126.99267,환경부,환경부
이마트 은평점,ME18B183,서울특별시 은평구 은평로 111,37.60077,126.92049,환경부,환경부
신월5동 주민센터,ME18B184,서울특별시 양천구 화곡로4길 10,37.53852,126.82716,환경부,환경부
신정1동 주민센터,ME18B185,서울특별시 양천구 중앙로 32길 1,37.51855,126.85429,환경부,환경부
목2동 주민센터,ME18B186,서울특별시 양천구 목동 중앙본로 120,37.5461,126.87168,환경부,환경부
송정동 공영주차장,ME18B187,서울특별시 성동구 동일로 199,37.54988,127.06804,환경부,환경부
sh서울주택도시공사,ME18B278,서울특별시 강남구 개포로 621,37.49414,127.07879,환경부,환경부
sh서울주택도시공사,ME18B278,서울특별시 강남구 개포로 621,37.49414,127.07879,환경부,환경부
강동구청,ME18B279,서울특별시 강동구 성내로 25,37.53025,127.12379,환경부,환경부
강동구청,ME18B279,서울특별시 강동구 성내로 25,37.53025,127.12379,환경부,환경부
홈플러스 금천점,ME18B280,서울특별시 금천구 시흥대로 391,37.46864,126.89681,환경부,환경부
홈플러스 금천점,ME18B280,서울특별시 금천구 시흥대로 391,37.46864,126.89681,환경부,환경부
도봉산환승주차장,ME18B281,서울특별시 도봉구 도봉동 341-1,37.69,127.04325,환경부,환경부
도봉산환승주차장,ME18B281,서울특별시 도봉구 도봉동 341-1,37.69,127.04325,환경부,환경부
도봉구청,ME18B282,서울특별시 도봉구 마들로 656,37.66862,127.04704,환경부,환경부
도봉구청,ME18B282,서울특별시 도봉구 마들로 656,37.66862,127.04704,환경부,환경부
마장축산물시장 서문 공영주차장,ME18B283,서울특별시 성동구 고산자로 26길 6,37.57041,127.03833,환경부,환경부
마장축산물시장 서문 공영주차장,ME18B283,서울특별시 성동구 고산자로 26길 6,37.57041,127.03833,환경부,환경부
서울약령시 공영주차장,ME18B284,서울특별시 동대문구 약령중앙로 26,37.58051,127.03715,환경부,환경부
서울약령시 공영주차장,ME18B284,서울특별시 동대문구 약령중앙로 26,37.58051,127.03715,환경부,환경부
롯데마트 서울양평점,ME18B285,서울특별시 영등포구 선유로 138,37.52604,126.89173,환경부,환경부
롯데마트 서울양평점,ME18B285,서울특별시 영등포구 선유로 138,37.52604,126.89173,환경부,환경부
도봉기적의도서관,ME18B286,서울특별시 도봉구 마들로 797,37.6809066,127.05034377,환경부,환경부
도봉기적의도서관,ME18B286,서울특별시 도봉구 마들로 797,37.6809066,127.05034377,환경부,환경부
구파발광역환승센터 주차장,ME18B287,서울특별시 은평구 진관동 66-30,37.637968,126.91937,환경부,환경부
구파발광역환승센터 주차장,ME18B287,서울특별시 은평구 진관동 66-30,37.637968,126.91937,환경부,환경부
서울역사박물관,ME18B288,서울특별시 종로구 새문안로 55,37.57005,126.97053,환경부,환경부
서울역사박물관,ME18B288,서울특별시 종로구 새문안로 55,37.57005,126.97053,환경부,환경부
신정3동 넓은들 민원센터,ME18B289,서울특별시 양천구 남부순환로 88길 5-7,37.5113,126.84145,환경부,환경부
신정3동 넓은들 민원센터,ME18B289,서울특별시 양천구 남부순환로 88길 5-7,37.5113,126.84145,환경부,환경부
용답동 공영주차장,ME18B290,서울특별시 성동구 용답동 4-1,37.56452,127.05429,환경부,환경부
용답동 공영주차장,ME18B290,서울특별시 성동구 용답동 4-1,37.56452,127.05429,환경부,환경부
마포공영주차장,ME18B406,서울특별시 마포구 마포대로1길 9,37.53853862,126.94344032,환경부,환경부
마포공영주차장,ME18B406,서울특별시 마포구 마포대로1길 9,37.53853862,126.94344032,환경부,환경부
마포공영주차장,ME18B406,서울특별시 마포구 마포대로1길 9,37.53853862,126.94344032,환경부,환경부
마포공영주차장,ME18B406,서울특별시 마포구 마포대로1길 9,37.53853862,126.94344032,환경부,환경부
롯데백화점 본점,ME18B407,서울특별시 중구 을지로 30,37.56499,126.98136,환경부,환경부
롯데백화점 본점,ME18B407,서울특별시 중구 을지로 30,37.56499,126.98136,환경부,환경부
롯데백화점 본점,ME18B407,서울특별시 중구 을지로 30,37.56499,126.98136,환경부,환경부
롯데백화점 본점,ME18B407,서울특별시 중구 을지로 30,37.56499,126.98136,환경부,환경부
성수2가 공영주차장,ME18B408,서울특별시 성동구 광나루로4가길 23,37.54909,127.05516,환경부,환경부
성수2가 공영주차장,ME18B408,서울특별시 성동구 광나루로4가길 23,37.54909,127.05516,환경부,환경부
성수2가 공영주차장,ME18B408,서울특별시 성동구 광나루로4가길 23,37.54909,127.05516,환경부,환경부
성수2가 공영주차장,ME18B408,서울특별시 성동구 광나루로4가길 23,37.54909,127.05516,환경부,환경부
충현동 제1공영주차장,ME19A149,서울특별시 서대문구 충정로2가 78-13,37.5646084,126.964361,환경부,환경부
남가좌2동 공영주차장,ME19A150,서울특별시 서대문구 남가좌2동 3-75,37.583014499999,126.9231095,환경부,환경부
미도아파트 앞 공영주차장,ME19A151,서울특별시 서초구 반포동 49-8,37.499812075338,127.010502727,환경부,환경부
올림픽공원,ME19A152,서울특별시 송파구 올림픽로 424 ,37.5171577,127.115847,환경부,환경부
구민회관,ME19A153,서울특별시 송파구 백제고분로 242,37.502451999999,127.093104199,환경부,환경부
문화회관동측 주차장,ME19A154,서울특별시 양천구 신정6동 322-5,37.516768299999,126.863562699,환경부,환경부
곰달래공영주차장,ME19A155,서울특별시 양천구 곰달래로10길 4,37.5295552,126.83577059999,환경부,환경부
다락골공영주차장,ME19A156,서울특별시 양천구 중앙로29길 41,37.5163711,126.8492558,환경부,환경부
일원2동 주민센터,ME19A157,서울특별시 강남구 개포로 607,37.4919959,127.0738859,환경부,환경부
목4동주민센터,ME19A158,서울특별시 양천구 목동중앙로 25 ,37.5324277,126.8686162,환경부,환경부
한국장애인개발원 본사,ME19A159,서울특별시 영등포구 의사당대로 22,37.5269301,126.91793819999,환경부,환경부
영등포본동제1(공영주차장),ME19A160,서울특별시 영등포구 영신로 10길 15,37.514279899999,126.9093244,환경부,환경부
마포중앙도서관,ME19A164,서울특별시 마포구 성산로 128,37.563642399999,126.908286399,환경부,환경부
강남구청 삼성로 별관 부설 주차장,ME19A166,서울특별시 강남구 삼성로 628,37.516178906156,127.052003282,환경부,환경부
국방부 서문 주차장,ME19A170,서울특별시 용산구 한강대로 62다길 42,37.5331513,126.975461,환경부,환경부
일원본동 주민센터,ME19A171,서울특별시 강남구 광평로 126,37.483375399999,127.086393199,환경부,환경부
탄천물재생센터,ME19A243,서울특별시 강남구 개포로 625,37.4959067,127.0799979,환경부,환경부
탄천물재생센터,ME19A243,서울특별시 강남구 개포로 625,37.4959067,127.0799979,환경부,환경부
한국원자력의학원 본사,ME19A244,서울특별시 노원구 노원로75,37.628190798088,127.083195864,환경부,환경부
한국원자력의학원 본사,ME19A244,서울특별시 노원구 노원로75,37.628190798088,127.083195864,환경부,환경부
상암1 공영주차장,ME19A245,서울특별시 마포구 성암로 197,37.5770112,126.8973596,환경부,환경부
상암1 공영주차장,ME19A245,서울특별시 마포구 성암로 197,37.5770112,126.8973596,환경부,환경부
Park M (주차복합빌딩),ME19A246,서울특별시 마포구 매봉산로 80,37.57852958,126.89428612,환경부,환경부
Park M (주차복합빌딩),ME19A246,서울특별시 마포구 매봉산로 80,37.57852958,126.89428612,환경부,환경부
시민의숲동측 공영주차장2,ME19A247,서울특별시 서초구 양재동 237,37.471742268,127.0382062,환경부,환경부
시민의숲동측 공영주차장2,ME19A247,서울특별시 서초구 양재동 237,37.471742268,127.0382062,환경부,환경부
시민의숲동측 공영주차장,ME19A248,서울특별시 서초구 양재동 237,37.471742268304,127.03805303,환경부,환경부
시민의숲동측 공영주차장,ME19A248,서울특별시 서초구 양재동 237,37.471742268304,127.03805303,환경부,환경부
성수 2가1동 공영주차장,ME19A249,서울특별시 성동구 성덕정길 115,37.5370292,127.0563866,환경부,환경부
성수 2가1동 공영주차장,ME19A249,서울특별시 성동구 성덕정길 115,37.5370292,127.0563866,환경부,환경부
하왕십리 공영주차장,ME19A250,서울특별시 성동구 무학봉15길 48,37.5602689,127.0278376,환경부,환경부
하왕십리 공영주차장,ME19A250,서울특별시 성동구 무학봉15길 48,37.5602689,127.0278376,환경부,환경부
강변 공영주차장,ME19A251,서울특별시 성동구 둘레길 47-5,37.5369369,127.0491411,환경부,환경부
강변 공영주차장,ME19A251,서울특별시 성동구 둘레길 47-5,37.5369369,127.0491411,환경부,환경부
응봉동 공영주차장,ME19A252,서울특별시 성동구 독서당로63길 40,37.5544151,127.03102999999,환경부,환경부
응봉동 공영주차장,ME19A252,서울특별시 성동구 독서당로63길 40,37.5544151,127.03102999999,환경부,환경부
해누리타운,ME19A253,서울특별시 양천구 목동동로81,37.5160286,126.8639009,환경부,환경부
해누리타운,ME19A253,서울특별시 양천구 목동동로81,37.5160286,126.8639009,환경부,환경부
예금보험공사,ME19A254,서울특별시 중구 청계천로 30,37.568494701606,126.980793568,환경부,환경부
예금보험공사,ME19A254,서울특별시 중구 청계천로 30,37.568494701606,126.980793568,환경부,환경부
양화진 공영주차장,ME19A265,서울특별시 마포구 토정로 2,37.545502369555,126.911413488,환경부,환경부
양화진 공영주차장,ME19A265,서울특별시 마포구 토정로 2,37.545502369555,126.911413488,환경부,환경부
롯데마트 은평점,ME19A274,서울특별시 은평구 통일로 1050,37.6374578,126.9175874,환경부,환경부
롯데마트 은평점,ME19A274,서울특별시 은평구 통일로 1050,37.6374578,126.9175874,환경부,환경부
논현초교 공영노외주차장,ME19A277,서울특별시 강남구 강남대로120길 33,37.5082482,127.02676569999,환경부,환경부
논현초교 공영노외주차장,ME19A277,서울특별시 강남구 강남대로120길 33,37.5082482,127.02676569999,환경부,환경부
강남치매지원센터 공영노외주차장,ME19A278,서울특별시 강남구 선릉로108길 27,37.5100034,127.04605179999,환경부,환경부
강남치매지원센터 공영노외주차장,ME19A278,서울특별시 강남구 선릉로108길 27,37.5100034,127.04605179999,환경부,환경부
망원동 공영주차장1,ME19A601,서울특별시 마포구 동교로1길 39,37.55503247,126.89778505,환경부,환경부
망원동 공영주차장1,ME19A601,서울특별시 마포구 동교로1길 39,37.55503247,126.89778505,환경부,환경부
망원동 공영주차장1,ME19A601,서울특별시 마포구 동교로1길 39,37.55503247,126.89778505,환경부,환경부
망원동 공영주차장1,ME19A601,서울특별시 마포구 동교로1길 39,37.55503247,126.89778505,환경부,환경부
망원동 공영주차장1,ME19A601,서울특별시 마포구 동교로1길 39,37.55503247,126.89778505,환경부,환경부
망원동 공영주차장1,ME19A601,서울특별시 마포구 동교로1길 39,37.55503247,126.89778505,환경부,환경부
압구정 428 공영주차장1,ME19A801,서울특별시 강남구 압구정로 161,37.526628658353,127.0264263189,환경부,환경부
압구정 428 공영주차장1,ME19A801,서울특별시 강남구 압구정로 161,37.526628658353,127.0264263189,환경부,환경부
압구정 428 공영주차장1,ME19A801,서울특별시 강남구 압구정로 161,37.526628658353,127.0264263189,환경부,환경부
압구정 428 공영주차장1,ME19A801,서울특별시 강남구 압구정로 161,37.526628658353,127.0264263189,환경부,환경부
압구정 428 공영주차장1,ME19A801,서울특별시 강남구 압구정로 161,37.526628658353,127.0264263189,환경부,환경부
압구정 428 공영주차장1,ME19A801,서울특별시 강남구 압구정로 161,37.526628658353,127.0264263189,환경부,환경부
압구정 428 공영주차장1,ME19A801,서울특별시 강남구 압구정로 161,37.526628658353,127.0264263189,환경부,환경부
