`regist_ym`,`fuel_knd_nm`,`vhcle_knd_ty`,`vhcle_prpos_se`,`cnt`
201809,경유,특수,사업용,4936
201809,엘피지,승용,비사업용,156448
201809,엘피지,승용,사업용,85988
201809,엘피지,승합,비사업용,17349
201809,엘피지,승합,사업용,95
201809,엘피지,화물,비사업용,23411
201809,엘피지,화물,사업용,5780
201809,엘피지,특수,비사업용,21
201809,엘피지,특수,사업용,63
201809,전기,승용,비사업용,4045
201809,전기,승용,사업용,4033
201809,전기,승합,비사업용,3
201809,전기,승합,사업용,0
201809,전기,화물,비사업용,23
201809,전기,화물,사업용,0
201809,전기,특수,비사업용,1
201809,전기,특수,사업용,0
201809,CNG,승용,비사업용,552
201809,CNG,승용,사업용,37
201809,CNG,승합,비사업용,61
201809,CNG,승합,사업용,8585
201809,CNG,화물,비사업용,422
201809,CNG,화물,사업용,3
201809,CNG,특수,비사업용,3
201809,CNG,특수,사업용,0
201809,하이브리드(휘발유+전기),승용,비사업용,63344
201809,하이브리드(휘발유+전기),승용,사업용,4176
201809,하이브리드(휘발유+전기),승합,비사업용,0
201809,하이브리드(휘발유+전기),승합,사업용,0
201809,하이브리드(휘발유+전기),화물,비사업용,0
201809,하이브리드(휘발유+전기),화물,사업용,0
201809,하이브리드(휘발유+전기),특수,비사업용,0
201809,하이브리드(휘발유+전기),특수,사업용,0
201809,하이브리드(경유+전기),승용,비사업용,27
201809,하이브리드(경유+전기),승용,사업용,0
201809,하이브리드(경유+전기),승합,비사업용,1
201809,하이브리드(경유+전기),승합,사업용,0
201809,하이브리드(경유+전기),화물,비사업용,0
201809,하이브리드(경유+전기),화물,사업용,0
201809,하이브리드(경유+전기),특수,비사업용,0
201809,하이브리드(경유+전기),특수,사업용,0
201809,하이브리드(LPG+전기),승용,비사업용,1975
201809,하이브리드(LPG+전기),승용,사업용,0
201809,하이브리드(LPG+전기),승합,비사업용,0
201809,하이브리드(LPG+전기),승합,사업용,0
201809,하이브리드(LPG+전기),화물,비사업용,0
201809,하이브리드(LPG+전기),화물,사업용,0
201809,하이브리드(LPG+전기),특수,비사업용,0
201809,하이브리드(LPG+전기),특수,사업용,0
201809,하이브리드(CNG+전기),승용,비사업용,0
201809,하이브리드(CNG+전기),승용,사업용,0
201809,하이브리드(CNG+전기),승합,비사업용,0
201809,하이브리드(CNG+전기),승합,사업용,51
201809,하이브리드(CNG+전기),화물,비사업용,0
201809,하이브리드(CNG+전기),화물,사업용,0
201809,하이브리드(CNG+전기),특수,비사업용,0
201809,하이브리드(CNG+전기),특수,사업용,0
201809,수소,승용,비사업용,35
201809,수소,승용,사업용,0
201809,수소,승합,비사업용,0
201809,수소,승합,사업용,0
201809,수소,화물,비사업용,0
201809,수소,화물,사업용,0
201809,수소,특수,비사업용,0
201809,수소,특수,사업용,0
201809,기타연료,승용,비사업용,302
201809,기타연료,승용,사업용,0
201809,기타연료,승합,비사업용,1086
201809,기타연료,승합,사업용,1
201809,기타연료,화물,비사업용,2833
201809,기타연료,화물,사업용,1190
201809,기타연료,특수,비사업용,129
201809,기타연료,특수,사업용,2
201902,기타연료,화물,사업용,1225
201902,기타연료,특수,비사업용,127
201902,기타연료,특수,사업용,2
201903,휘발유,승용,비사업용,1573363
201903,휘발유,승용,사업용,19180
201903,휘발유,승합,비사업용,1004
201903,휘발유,승합,사업용,28
201903,휘발유,화물,비사업용,1819
201903,휘발유,화물,사업용,1
201903,휘발유,특수,비사업용,17
201903,휘발유,특수,사업용,0
201903,경유,승용,비사업용,731332
201903,경유,승용,사업용,12836
201903,경유,승합,비사업용,84448
201903,경유,승합,사업용,7525
201903,경유,화물,비사업용,252240
201903,경유,화물,사업용,50353
201903,경유,특수,비사업용,2862
201903,경유,특수,사업용,4955
201903,엘피지,승용,비사업용,151741
201903,엘피지,승용,사업용,84944
201903,엘피지,승합,비사업용,16078
201903,엘피지,승합,사업용,143
201903,엘피지,화물,비사업용,21998
201903,엘피지,화물,사업용,5722
201903,엘피지,특수,비사업용,18
201903,엘피지,특수,사업용,63
201903,전기,승용,비사업용,5119
201903,전기,승용,사업용,4757
201903,전기,승합,비사업용,4
201903,전기,승합,사업용,29
201903,전기,화물,비사업용,23
201903,전기,화물,사업용,1
201903,전기,특수,비사업용,1
201903,전기,특수,사업용,0
201903,CNG,승용,비사업용,559
201903,CNG,승용,사업용,26
201903,CNG,승합,비사업용,68
201903,CNG,승합,사업용,8563
201903,CNG,화물,비사업용,395
201903,CNG,화물,사업용,3
201903,CNG,특수,비사업용,3
201903,CNG,특수,사업용,0
201903,하이브리드(휘발유+전기),승용,비사업용,72401
201903,하이브리드(휘발유+전기),승용,사업용,4815
201903,하이브리드(휘발유+전기),승합,비사업용,0
201903,하이브리드(휘발유+전기),승합,사업용,0
201903,하이브리드(휘발유+전기),화물,비사업용,0
201903,하이브리드(휘발유+전기),화물,사업용,0
201903,하이브리드(휘발유+전기),특수,비사업용,0
201903,하이브리드(휘발유+전기),특수,사업용,0
201903,하이브리드(경유+전기),승용,비사업용,30
201903,하이브리드(경유+전기),승용,사업용,0
201903,하이브리드(경유+전기),승합,비사업용,1
201903,하이브리드(경유+전기),승합,사업용,0
201903,하이브리드(경유+전기),화물,비사업용,0
201903,하이브리드(경유+전기),화물,사업용,0
201903,하이브리드(경유+전기),특수,비사업용,0
201903,하이브리드(경유+전기),특수,사업용,0
201903,하이브리드(LPG+전기),승용,비사업용,1918
201903,하이브리드(LPG+전기),승용,사업용,13
201903,하이브리드(LPG+전기),승합,비사업용,0
201903,하이브리드(LPG+전기),승합,사업용,0
201903,하이브리드(LPG+전기),화물,비사업용,0
201903,하이브리드(LPG+전기),화물,사업용,0
201903,하이브리드(LPG+전기),특수,비사업용,0
201903,하이브리드(LPG+전기),특수,사업용,0
201903,하이브리드(CNG+전기),승용,비사업용,0
201903,하이브리드(CNG+전기),승용,사업용,0
201903,하이브리드(CNG+전기),승합,비사업용,0
201903,하이브리드(CNG+전기),승합,사업용,51
201903,하이브리드(CNG+전기),화물,비사업용,0
201903,하이브리드(CNG+전기),화물,사업용,0
201903,하이브리드(CNG+전기),특수,비사업용,0
201903,하이브리드(CNG+전기),특수,사업용,0
201903,수소,승용,비사업용,128
201903,수소,승용,사업용,2
201903,수소,승합,비사업용,0
201903,수소,승합,사업용,1
201903,수소,화물,비사업용,0
201903,수소,화물,사업용,0
201903,수소,특수,비사업용,0
201903,수소,특수,사업용,0
201903,기타연료,승용,비사업용,266
201903,기타연료,승용,사업용,0
201903,기타연료,승합,비사업용,1164
201903,기타연료,승합,사업용,1
201903,기타연료,화물,비사업용,2876
201903,기타연료,화물,사업용,1225
201903,기타연료,특수,비사업용,121
201903,기타연료,특수,사업용,2
201901,휘발유,승용,비사업용,1571564
201901,휘발유,승용,사업용,19090
201901,휘발유,승합,비사업용,1013
201901,휘발유,승합,사업용,31
201901,휘발유,화물,비사업용,1822
201901,휘발유,화물,사업용,2
201901,휘발유,특수,비사업용,18
201901,휘발유,특수,사업용,0
201901,경유,승용,비사업용,733724
201901,경유,승용,사업용,12816
201901,경유,승합,비사업용,85521
201901,경유,승합,사업용,7542
201901,경유,화물,비사업용,252901
201901,경유,화물,사업용,50206
201901,경유,특수,비사업용,2820
201901,경유,특수,사업용,4953
201901,엘피지,승용,비사업용,152745
201901,엘피지,승용,사업용,85302
201901,엘피지,승합,비사업용,16402
201901,엘피지,승합,사업용,114
201901,엘피지,화물,비사업용,22393
201901,엘피지,화물,사업용,5755
201901,엘피지,특수,비사업용,17
201901,엘피지,특수,사업용,61
201901,전기,승용,비사업용,4815
201901,전기,승용,사업용,4699
201901,전기,승합,비사업용,4
201901,전기,승합,사업용,29
201901,전기,화물,비사업용,23
201901,전기,화물,사업용,0
201901,전기,특수,비사업용,1
201901,전기,특수,사업용,0
201901,CNG,승용,비사업용,569
201901,CNG,승용,사업용,28
201901,CNG,승합,비사업용,65
201901,CNG,승합,사업용,8555
201901,CNG,화물,비사업용,404
201901,CNG,화물,사업용,3
201901,CNG,특수,비사업용,3
201901,CNG,특수,사업용,0
201901,하이브리드(휘발유+전기),승용,비사업용,70014
201901,하이브리드(휘발유+전기),승용,사업용,4686
201901,하이브리드(휘발유+전기),승합,비사업용,0
201901,하이브리드(휘발유+전기),승합,사업용,0
201901,하이브리드(휘발유+전기),화물,비사업용,0
201901,하이브리드(휘발유+전기),화물,사업용,0
201901,하이브리드(휘발유+전기),특수,비사업용,0
201901,하이브리드(휘발유+전기),특수,사업용,0
201901,하이브리드(경유+전기),승용,비사업용,31
201901,하이브리드(경유+전기),승용,사업용,0
201901,하이브리드(경유+전기),승합,비사업용,1
201901,하이브리드(경유+전기),승합,사업용,0
201901,하이브리드(경유+전기),화물,비사업용,0
201901,하이브리드(경유+전기),화물,사업용,0
201901,하이브리드(경유+전기),특수,비사업용,0
201901,하이브리드(경유+전기),특수,사업용,0
201901,하이브리드(LPG+전기),승용,비사업용,1922
201901,하이브리드(LPG+전기),승용,사업용,13
201901,하이브리드(LPG+전기),승합,비사업용,0
201901,하이브리드(LPG+전기),승합,사업용,0
201901,하이브리드(LPG+전기),화물,비사업용,0
201901,하이브리드(LPG+전기),화물,사업용,0
201901,하이브리드(LPG+전기),특수,비사업용,0
201901,하이브리드(LPG+전기),특수,사업용,0
201901,하이브리드(CNG+전기),승용,비사업용,0
201901,하이브리드(CNG+전기),승용,사업용,0
201901,하이브리드(CNG+전기),승합,비사업용,0
201901,하이브리드(CNG+전기),승합,사업용,51
201901,하이브리드(CNG+전기),화물,비사업용,0
201901,하이브리드(CNG+전기),화물,사업용,0
201901,하이브리드(CNG+전기),특수,비사업용,0
201901,하이브리드(CNG+전기),특수,사업용,0
201901,수소,승용,비사업용,81
201901,수소,승용,사업용,0
201901,수소,승합,비사업용,0
201901,수소,승합,사업용,1
201901,수소,화물,비사업용,0
201901,수소,화물,사업용,0
201901,수소,특수,비사업용,0
201901,수소,특수,사업용,0
201901,기타연료,승용,비사업용,280
201901,기타연료,승용,사업용,0
201901,기타연료,승합,비사업용,1131
201901,기타연료,승합,사업용,1
201901,기타연료,화물,비사업용,2848
201901,기타연료,화물,사업용,1219
201901,기타연료,특수,비사업용,129
201901,기타연료,특수,사업용,2
201812,휘발유,승용,비사업용,1570131
201812,휘발유,승용,사업용,19436
201812,휘발유,승합,비사업용,1027
201812,휘발유,승합,사업용,32
201812,휘발유,화물,비사업용,1826
201812,휘발유,화물,사업용,1
201812,휘발유,특수,비사업용,18
201812,휘발유,특수,사업용,0
201812,경유,승용,비사업용,731280
201812,경유,승용,사업용,13000
201812,경유,승합,비사업용,85613
201812,경유,승합,사업용,7577
201812,경유,화물,비사업용,252535
201812,경유,화물,사업용,50022
201812,경유,특수,비사업용,2811
201812,경유,특수,사업용,4949
201812,엘피지,승용,비사업용,153610
201812,엘피지,승용,사업용,85582
201812,엘피지,승합,비사업용,16588
201812,엘피지,승합,사업용,111
201812,엘피지,화물,비사업용,22595
201812,엘피지,화물,사업용,5762
201812,엘피지,특수,비사업용,17
201812,엘피지,특수,사업용,63
201812,전기,승용,비사업용,4829
201812,전기,승용,사업용,4678
201812,전기,승합,비사업용,4
201812,전기,승합,사업용,29
201812,전기,화물,비사업용,23
201812,전기,화물,사업용,0
201812,전기,특수,비사업용,1
201812,전기,특수,사업용,0
201812,CNG,승용,비사업용,566
201812,CNG,승용,사업용,31
201812,CNG,승합,비사업용,66
201812,CNG,승합,사업용,8555
201812,CNG,화물,비사업용,411
201812,CNG,화물,사업용,3
201812,CNG,특수,비사업용,3
201812,CNG,특수,사업용,0
201812,하이브리드(휘발유+전기),승용,비사업용,68505
201812,하이브리드(휘발유+전기),승용,사업용,4652
201812,하이브리드(휘발유+전기),승합,비사업용,0
201812,하이브리드(휘발유+전기),승합,사업용,0
201812,하이브리드(휘발유+전기),화물,비사업용,0
201812,하이브리드(휘발유+전기),화물,사업용,0
201812,하이브리드(휘발유+전기),특수,비사업용,0
201812,하이브리드(휘발유+전기),특수,사업용,0
201812,하이브리드(경유+전기),승용,비사업용,29
201812,하이브리드(경유+전기),승용,사업용,0
201812,하이브리드(경유+전기),승합,비사업용,1
201812,하이브리드(경유+전기),승합,사업용,0
201812,하이브리드(경유+전기),화물,비사업용,0
201812,하이브리드(경유+전기),화물,사업용,0
201812,하이브리드(경유+전기),특수,비사업용,0
201812,하이브리드(경유+전기),특수,사업용,0
201812,하이브리드(LPG+전기),승용,비사업용,1930
201812,하이브리드(LPG+전기),승용,사업용,10
201812,하이브리드(LPG+전기),승합,비사업용,0
201812,하이브리드(LPG+전기),승합,사업용,0
201812,하이브리드(LPG+전기),화물,비사업용,0
201812,하이브리드(LPG+전기),화물,사업용,0
201812,하이브리드(LPG+전기),특수,비사업용,0
201812,하이브리드(LPG+전기),특수,사업용,0
201812,하이브리드(CNG+전기),승용,비사업용,0
201812,하이브리드(CNG+전기),승용,사업용,0
201812,하이브리드(CNG+전기),승합,비사업용,0
201812,하이브리드(CNG+전기),승합,사업용,51
201812,하이브리드(CNG+전기),화물,비사업용,0
201812,하이브리드(CNG+전기),화물,사업용,0
201812,하이브리드(CNG+전기),특수,비사업용,0
201812,하이브리드(CNG+전기),특수,사업용,0
201812,수소,승용,비사업용,83
201812,수소,승용,사업용,0
201812,수소,승합,비사업용,0
201812,수소,승합,사업용,1
201812,수소,화물,비사업용,0
201812,수소,화물,사업용,0
201812,수소,특수,비사업용,0
201812,수소,특수,사업용,0
201812,기타연료,승용,비사업용,285
201812,기타연료,승용,사업용,0
201812,기타연료,승합,비사업용,1124
201812,기타연료,승합,사업용,1
201812,기타연료,화물,비사업용,2842
201812,기타연료,화물,사업용,1221
201812,기타연료,특수,비사업용,129
201812,기타연료,특수,사업용,2
201904,휘발유,승용,비사업용,1575265
201904,휘발유,승용,사업용,19491
201904,휘발유,승합,비사업용,1000
201904,휘발유,승합,사업용,29
201904,휘발유,화물,비사업용,1818
201904,휘발유,화물,사업용,1
201904,휘발유,특수,비사업용,17
201904,휘발유,특수,사업용,0
201904,경유,승용,비사업용,726909
201904,경유,승용,사업용,12839
201904,경유,승합,비사업용,83530
201904,경유,승합,사업용,7785
201904,경유,화물,비사업용,251390
201904,경유,화물,사업용,50214
201904,경유,특수,비사업용,2896
201904,경유,특수,사업용,4969
201904,엘피지,승용,비사업용,151356
201904,엘피지,승용,사업용,84675
201904,엘피지,승합,비사업용,15961
201904,엘피지,승합,사업용,131
201904,엘피지,화물,비사업용,21823
201904,엘피지,화물,사업용,5686
201904,엘피지,특수,비사업용,18
201904,엘피지,특수,사업용,63
201904,전기,승용,비사업용,5331
201904,전기,승용,사업용,4782
201904,전기,승합,비사업용,4
201904,전기,승합,사업용,29
201904,전기,화물,비사업용,27
201904,전기,화물,사업용,1
201904,전기,특수,비사업용,1
201904,전기,특수,사업용,0
201904,CNG,승용,비사업용,555
201904,CNG,승용,사업용,25
201904,CNG,승합,비사업용,68
201904,CNG,승합,사업용,8561
201904,CNG,화물,비사업용,392
201904,CNG,화물,사업용,3
201904,CNG,특수,비사업용,3
201904,CNG,특수,사업용,0
201904,하이브리드(휘발유+전기),승용,비사업용,73847
201904,하이브리드(휘발유+전기),승용,사업용,4931
201904,하이브리드(휘발유+전기),승합,비사업용,0
201904,하이브리드(휘발유+전기),승합,사업용,0
201904,하이브리드(휘발유+전기),화물,비사업용,0
201904,하이브리드(휘발유+전기),화물,사업용,0
201904,하이브리드(휘발유+전기),특수,비사업용,0
201904,하이브리드(휘발유+전기),특수,사업용,0
201904,하이브리드(경유+전기),승용,비사업용,30
201904,하이브리드(경유+전기),승용,사업용,0
201904,하이브리드(경유+전기),승합,비사업용,1
201904,하이브리드(경유+전기),승합,사업용,0
201904,하이브리드(경유+전기),화물,비사업용,0
201904,하이브리드(경유+전기),화물,사업용,0
201904,하이브리드(경유+전기),특수,비사업용,0
201904,하이브리드(경유+전기),특수,사업용,0
201904,하이브리드(LPG+전기),승용,비사업용,1919
201904,하이브리드(LPG+전기),승용,사업용,20
201904,하이브리드(LPG+전기),승합,비사업용,0
201904,하이브리드(LPG+전기),승합,사업용,0
201904,하이브리드(LPG+전기),화물,비사업용,0
201904,하이브리드(LPG+전기),화물,사업용,0
201904,하이브리드(LPG+전기),특수,비사업용,0
201904,하이브리드(LPG+전기),특수,사업용,0
201904,하이브리드(CNG+전기),승용,비사업용,0
201904,하이브리드(CNG+전기),승용,사업용,0
201904,하이브리드(CNG+전기),승합,비사업용,0
201904,하이브리드(CNG+전기),승합,사업용,51
201904,하이브리드(CNG+전기),화물,비사업용,0
201904,하이브리드(CNG+전기),화물,사업용,0
201904,하이브리드(CNG+전기),특수,비사업용,0
201904,하이브리드(CNG+전기),특수,사업용,0
201904,수소,승용,비사업용,140
201904,수소,승용,사업용,2
201904,수소,승합,비사업용,0
201904,수소,승합,사업용,1
201904,수소,화물,비사업용,0
201904,수소,화물,사업용,0
201904,수소,특수,비사업용,0
201904,수소,특수,사업용,0
201904,기타연료,승용,비사업용,261
201904,기타연료,승용,사업용,0
201904,기타연료,승합,비사업용,1170
201904,기타연료,승합,사업용,1
201904,기타연료,화물,비사업용,2915
201904,기타연료,화물,사업용,1230
201904,기타연료,특수,비사업용,120
201904,기타연료,특수,사업용,2
201905,휘발유,승용,비사업용,1575949
201905,휘발유,승용,사업용,19351
201905,휘발유,승합,비사업용,1000
201905,휘발유,승합,사업용,30
201905,휘발유,화물,비사업용,1808
201905,휘발유,화물,사업용,1
201905,휘발유,특수,비사업용,17
201905,휘발유,특수,사업용,0
201905,경유,승용,비사업용,724152
201905,경유,승용,사업용,12789
201905,경유,승합,비사업용,83071
201905,경유,승합,사업용,7764
201905,경유,화물,비사업용,250586
201905,경유,화물,사업용,50169
201905,경유,특수,비사업용,2915
201905,경유,특수,사업용,4946
201905,엘피지,승용,비사업용,150986
201905,엘피지,승용,사업용,84369
201905,엘피지,승합,비사업용,15744
201905,엘피지,승합,사업용,215
201905,엘피지,화물,비사업용,21637
201905,엘피지,화물,사업용,5664
201905,엘피지,특수,비사업용,18
201905,엘피지,특수,사업용,63
201905,전기,승용,비사업용,5567
201905,전기,승용,사업용,4972
201905,전기,승합,비사업용,4
201905,전기,승합,사업용,29
201905,전기,화물,비사업용,35
201905,전기,화물,사업용,5
201905,전기,특수,비사업용,1
201905,전기,특수,사업용,0
201905,CNG,승용,비사업용,550
201905,CNG,승용,사업용,22
201905,CNG,승합,비사업용,68
201905,CNG,승합,사업용,8561
201905,CNG,화물,비사업용,388
201905,CNG,화물,사업용,3
201905,CNG,특수,비사업용,3
201905,CNG,특수,사업용,0
201905,하이브리드(휘발유+전기),승용,비사업용,75453
201905,하이브리드(휘발유+전기),승용,사업용,5007
201905,하이브리드(휘발유+전기),승합,비사업용,0
201905,하이브리드(휘발유+전기),승합,사업용,0
201905,하이브리드(휘발유+전기),화물,비사업용,0
201905,하이브리드(휘발유+전기),화물,사업용,0
201905,하이브리드(휘발유+전기),특수,비사업용,0
201905,하이브리드(휘발유+전기),특수,사업용,0
201905,하이브리드(경유+전기),승용,비사업용,30
201905,하이브리드(경유+전기),승용,사업용,0
201905,하이브리드(경유+전기),승합,비사업용,1
201905,하이브리드(경유+전기),승합,사업용,0
201905,하이브리드(경유+전기),화물,비사업용,0
201905,하이브리드(경유+전기),화물,사업용,0
201905,하이브리드(경유+전기),특수,비사업용,0
201905,하이브리드(경유+전기),특수,사업용,0
201905,하이브리드(LPG+전기),승용,비사업용,1923
201905,하이브리드(LPG+전기),승용,사업용,30
201905,하이브리드(LPG+전기),승합,비사업용,0
201905,하이브리드(LPG+전기),승합,사업용,0
201905,하이브리드(LPG+전기),화물,비사업용,0
201905,하이브리드(LPG+전기),화물,사업용,0
201905,하이브리드(LPG+전기),특수,비사업용,0
201905,하이브리드(LPG+전기),특수,사업용,0
201905,하이브리드(CNG+전기),승용,비사업용,0
201905,하이브리드(CNG+전기),승용,사업용,0
201905,하이브리드(CNG+전기),승합,비사업용,0
201905,하이브리드(CNG+전기),승합,사업용,51
201905,하이브리드(CNG+전기),화물,비사업용,0
201905,하이브리드(CNG+전기),화물,사업용,0
201905,하이브리드(CNG+전기),특수,비사업용,0
201905,하이브리드(CNG+전기),특수,사업용,0
201905,수소,승용,비사업용,142
201905,수소,승용,사업용,3
201905,수소,승합,비사업용,0
201905,수소,승합,사업용,1
201905,수소,화물,비사업용,0
201905,수소,화물,사업용,0
201905,수소,특수,비사업용,0
201905,수소,특수,사업용,0
201905,기타연료,승용,비사업용,254
201905,기타연료,승용,사업용,0
201905,기타연료,승합,비사업용,1173
201905,기타연료,승합,사업용,1
201905,기타연료,화물,비사업용,2932
201905,기타연료,화물,사업용,1230
201905,기타연료,특수,비사업용,122
201905,기타연료,특수,사업용,2
201906,휘발유,승용,비사업용,1575419
201906,휘발유,승용,사업용,19339
201906,휘발유,승합,비사업용,991
201906,휘발유,승합,사업용,31
201906,휘발유,화물,비사업용,1815
201906,휘발유,화물,사업용,1
201906,휘발유,특수,비사업용,17
201906,휘발유,특수,사업용,0
201906,경유,승용,비사업용,722354
201906,경유,승용,사업용,12756
201906,경유,승합,비사업용,82612
201906,경유,승합,사업용,8354
201906,경유,화물,비사업용,250099
201906,경유,화물,사업용,50280
201906,경유,특수,비사업용,2931
201906,경유,특수,사업용,4934
201906,엘피지,승용,비사업용,150563
201906,엘피지,승용,사업용,84307
201906,엘피지,승합,비사업용,15564
201906,엘피지,승합,사업용,262
201906,엘피지,화물,비사업용,21418
201906,엘피지,화물,사업용,5662
201906,엘피지,특수,비사업용,18
201906,엘피지,특수,사업용,61
201906,전기,승용,비사업용,5876
201906,전기,승용,사업용,5131
201906,전기,승합,비사업용,4
201906,전기,승합,사업용,29
201906,전기,화물,비사업용,35
201906,전기,화물,사업용,6
201906,전기,특수,비사업용,1
201906,전기,특수,사업용,0
201906,CNG,승용,비사업용,547
201906,CNG,승용,사업용,21
201906,CNG,승합,비사업용,67
201906,CNG,승합,사업용,8557
201906,CNG,화물,비사업용,389
201906,CNG,화물,사업용,3
201906,CNG,특수,비사업용,3
201906,CNG,특수,사업용,0
201906,하이브리드(휘발유+전기),승용,비사업용,76848
201906,하이브리드(휘발유+전기),승용,사업용,5118
201906,하이브리드(휘발유+전기),승합,비사업용,0
201906,하이브리드(휘발유+전기),승합,사업용,0
201906,하이브리드(휘발유+전기),화물,비사업용,0
201906,하이브리드(휘발유+전기),화물,사업용,0
201906,하이브리드(휘발유+전기),특수,비사업용,0
201906,하이브리드(휘발유+전기),특수,사업용,0
201906,하이브리드(경유+전기),승용,비사업용,41
201906,하이브리드(경유+전기),승용,사업용,0
201906,하이브리드(경유+전기),승합,비사업용,1
201906,하이브리드(경유+전기),승합,사업용,0
201906,하이브리드(경유+전기),화물,비사업용,0
201906,하이브리드(경유+전기),화물,사업용,0
201906,하이브리드(경유+전기),특수,비사업용,0
201906,하이브리드(경유+전기),특수,사업용,0
201906,하이브리드(LPG+전기),승용,비사업용,1923
201906,하이브리드(LPG+전기),승용,사업용,39
201906,하이브리드(LPG+전기),승합,비사업용,0
201906,하이브리드(LPG+전기),승합,사업용,0
201906,하이브리드(LPG+전기),화물,비사업용,0
201906,하이브리드(LPG+전기),화물,사업용,0
201906,하이브리드(LPG+전기),특수,비사업용,0
201906,하이브리드(LPG+전기),특수,사업용,0
201906,하이브리드(CNG+전기),승용,비사업용,0
201906,하이브리드(CNG+전기),승용,사업용,0
201906,하이브리드(CNG+전기),승합,비사업용,0
201906,하이브리드(CNG+전기),승합,사업용,51
201906,하이브리드(CNG+전기),화물,비사업용,0
201906,하이브리드(CNG+전기),화물,사업용,0
201906,하이브리드(CNG+전기),특수,비사업용,0
201906,하이브리드(CNG+전기),특수,사업용,0
201906,수소,승용,비사업용,142
201906,수소,승용,사업용,3
201906,수소,승합,비사업용,0
201906,수소,승합,사업용,1
201906,수소,화물,비사업용,0
201906,수소,화물,사업용,0
201906,수소,특수,비사업용,0
201906,수소,특수,사업용,0
201906,기타연료,승용,비사업용,237
201906,기타연료,승용,사업용,0
201906,기타연료,승합,비사업용,1180
201906,기타연료,승합,사업용,1
201906,기타연료,화물,비사업용,2940
201906,기타연료,화물,사업용,1224
201906,기타연료,특수,비사업용,124
201906,기타연료,특수,사업용,2
201907,휘발유,승용,비사업용,1576144
201907,휘발유,승용,사업용,19576
201907,휘발유,승합,비사업용,987
201907,휘발유,승합,사업용,28
201907,휘발유,화물,비사업용,1823
201907,휘발유,화물,사업용,1
201907,휘발유,특수,비사업용,17
201907,휘발유,특수,사업용,0
201907,경유,승용,비사업용,721719
201907,경유,승용,사업용,12958
201907,경유,승합,비사업용,82078
201907,경유,승합,사업용,8333
201907,경유,화물,비사업용,249922
201907,경유,화물,사업용,50344
201907,경유,특수,비사업용,2968
201907,경유,특수,사업용,4915
201907,엘피지,승용,비사업용,150330
201907,엘피지,승용,사업용,83891
201907,엘피지,승합,비사업용,15348
201907,엘피지,승합,사업용,253
201907,엘피지,화물,비사업용,21218
201907,엘피지,화물,사업용,5628
201907,엘피지,특수,비사업용,18
201907,엘피지,특수,사업용,61
201907,전기,승용,비사업용,6168
201907,전기,승용,사업용,5520
201907,전기,승합,비사업용,4
201907,전기,승합,사업용,29
201907,전기,화물,비사업용,36
201907,전기,화물,사업용,6
201907,전기,특수,비사업용,1
201907,전기,특수,사업용,0
201907,CNG,승용,비사업용,537
201907,CNG,승용,사업용,19
201907,CNG,승합,비사업용,66
201907,CNG,승합,사업용,8558
201907,CNG,화물,비사업용,386
201907,CNG,화물,사업용,3
201907,CNG,특수,비사업용,3
201907,CNG,특수,사업용,0
201907,하이브리드(휘발유+전기),승용,비사업용,78128
201907,하이브리드(휘발유+전기),승용,사업용,5169
201907,하이브리드(휘발유+전기),승합,비사업용,0
201907,하이브리드(휘발유+전기),승합,사업용,0
201907,하이브리드(휘발유+전기),화물,비사업용,0
201907,하이브리드(휘발유+전기),화물,사업용,0
201907,하이브리드(휘발유+전기),특수,비사업용,0
201907,하이브리드(휘발유+전기),특수,사업용,0
201907,하이브리드(경유+전기),승용,비사업용,59
201907,하이브리드(경유+전기),승용,사업용,0
201907,하이브리드(경유+전기),승합,비사업용,1
201907,하이브리드(경유+전기),승합,사업용,0
201907,하이브리드(경유+전기),화물,비사업용,0
201907,하이브리드(경유+전기),화물,사업용,0
201907,하이브리드(경유+전기),특수,비사업용,0
201907,하이브리드(경유+전기),특수,사업용,0
201907,하이브리드(LPG+전기),승용,비사업용,1908
201907,하이브리드(LPG+전기),승용,사업용,47
201907,하이브리드(LPG+전기),승합,비사업용,0
201907,하이브리드(LPG+전기),승합,사업용,0
201907,하이브리드(LPG+전기),화물,비사업용,0
201907,하이브리드(LPG+전기),화물,사업용,0
201907,하이브리드(LPG+전기),특수,비사업용,0
201907,하이브리드(LPG+전기),특수,사업용,0
201907,하이브리드(CNG+전기),승용,비사업용,0
201907,하이브리드(CNG+전기),승용,사업용,0
201907,하이브리드(CNG+전기),승합,비사업용,0
201907,하이브리드(CNG+전기),승합,사업용,51
201907,하이브리드(CNG+전기),화물,비사업용,0
201907,하이브리드(CNG+전기),화물,사업용,0
201907,하이브리드(CNG+전기),특수,비사업용,0
201907,하이브리드(CNG+전기),특수,사업용,0
201907,수소,승용,비사업용,141
201907,수소,승용,사업용,4
201907,수소,승합,비사업용,0
201907,수소,승합,사업용,1
201907,수소,화물,비사업용,0
201907,수소,화물,사업용,0
201907,수소,특수,비사업용,0
201907,수소,특수,사업용,0
201907,기타연료,승용,비사업용,225
201907,기타연료,승용,사업용,0
201907,기타연료,승합,비사업용,1194
201907,기타연료,승합,사업용,1
201907,기타연료,화물,비사업용,2954
201907,기타연료,화물,사업용,1235
201907,기타연료,특수,비사업용,124
201907,기타연료,특수,사업용,2
201908,휘발유,승용,비사업용,1577404
